0,17,12,1.0
1,2217,22,-1.0
2,3395,31,1.0
3,511,220,-1.0
4,860,43,1.0
5,4379,36,-1.0
6,4360,416,-1.0
7,4153,219,-1.0
8,332,11,1.0
9,4478,262,1.0
10,3404,38,1.0
11,3404,3,1.0
12,139,416,-1.0
13,1034,300,-1.0
14,4271,74,1.0
15,3145,38,1.0
16,4384,247,-1.0
17,2531,32,1.0
18,829,205,-1.0
19,1550,30,1.0
20,3171,72,1.0
21,4467,329,-1.0
22,118,137,-1.0
23,3216,72,1.0
24,4012,391,-1.0
25,415,220,-1.0
26,2067,329,-1.0
27,1672,40,1.0
28,1935,416,-1.0
29,749,43,1.0
30,1796,137,-1.0
31,2687,196,-1.0
32,3965,344,-1.0
33,3552,35,1.0
34,4085,34,1.0
35,767,220,-1.0
36,4037,38,1.0
37,3931,3,1.0
38,3900,36,1.0
39,3886,73,1.0
40,1261,220,-1.0
41,897,220,-1.0
42,3906,2,1.0
43,4609,227,1.0
44,834,219,-1.0
45,1652,258,-1.0
46,4567,354,1.0
47,109,43,1.0
48,2611,1,1.0
49,2740,4,1.0
50,1187,344,-1.0
51,2516,0,1.0
52,706,53,1.0
53,1126,43,1.0
54,2555,72,1.0
55,127,43,1.0
56,257,344,-1.0
57,2994,72,1.0
58,3339,32,1.0
59,3761,290,-1.0
60,185,82,-1.0
61,4192,75,1.0
62,3665,0,1.0
63,4161,39,1.0
64,2877,260,-1.0
65,4363,10,1.0
66,260,43,1.0
67,1220,43,1.0
68,102,416,-1.0
69,438,30,1.0
70,4614,219,1.0
71,1812,0,1.0
72,2508,0,1.0
73,3225,76,1.0
74,830,300,-1.0
75,3462,329,-1.0
76,254,116,-1.0
77,1398,82,-1.0
78,1957,3,1.0
79,2178,40,1.0
80,209,30,1.0
81,70,30,1.0
82,3,9,1.0
83,2035,39,1.0
84,2110,4,1.0
85,3524,72,1.0
86,4511,91,-1.0
87,1099,220,-1.0
88,3131,416,-1.0
89,138,30,1.0
90,2335,76,1.0
91,2612,76,1.0
92,1754,205,-1.0
93,3156,3,1.0
94,3595,82,-1.0
95,4508,225,1.0
96,2371,91,-1.0
97,3414,329,-1.0
98,1358,137,-1.0
99,4470,132,-1.0
100,1617,391,-1.0
101,3544,416,-1.0
102,953,416,-1.0
103,2813,4,1.0
104,3805,36,1.0
105,1502,300,-1.0
106,2517,32,1.0
107,4508,224,1.0
108,1497,416,-1.0
109,2520,31,1.0
110,4031,1,1.0
111,2421,1,1.0
112,1239,137,-1.0
113,821,416,-1.0
114,3539,238,-1.0
115,4262,231,-1.0
116,8,229,-1.0
117,2544,33,1.0
118,2705,35,1.0
119,2611,369,-1.0
120,4478,224,1.0
121,47,220,-1.0
122,3721,247,-1.0
123,2796,0,1.0
124,1527,137,-1.0
125,2801,4,1.0
126,4181,137,-1.0
127,3144,220,-1.0
128,3144,391,-1.0
129,4606,381,1.0
130,1267,344,-1.0
131,1496,43,1.0
132,1182,30,1.0
133,1023,220,-1.0
134,1364,82,-1.0
135,1327,211,-1.0
136,3729,416,-1.0
137,2969,219,-1.0
138,1113,82,-1.0
139,4610,232,1.0
140,1806,3,1.0
141,3023,82,-1.0
142,2775,219,-1.0
143,4319,1,1.0
144,1616,344,-1.0
145,4485,231,1.0
146,1009,211,-1.0
147,2353,72,1.0
148,3260,205,-1.0
149,4551,444,-1.0
150,4081,32,1.0
151,3710,4,1.0
152,1009,416,-1.0
153,815,220,-1.0
154,176,220,-1.0
155,2974,386,-1.0
156,4574,405,-1.0
157,867,329,-1.0
158,3640,391,-1.0
159,4574,22,-1.0
160,1171,43,1.0
161,2154,32,1.0
162,4540,372,1.0
163,4468,82,-1.0
164,1570,416,-1.0
165,4521,29,1.0
166,3934,32,1.0
167,3509,32,1.0
168,4381,391,-1.0
169,2000,77,1.0
170,2199,32,1.0
171,4370,386,-1.0
172,1070,43,1.0
173,1154,30,1.0
174,1877,32,1.0
175,4508,243,1.0
176,587,220,-1.0
177,4307,137,-1.0
178,2139,2,1.0
179,1650,220,-1.0
180,3042,32,1.0
181,1005,290,-1.0
182,1340,137,-1.0
183,1422,30,1.0
184,2895,416,-1.0
185,3150,36,1.0
186,2070,238,-1.0
187,43,219,-1.0
188,216,344,-1.0
189,4430,153,-1.0
190,1403,344,-1.0
191,190,230,-1.0
192,1894,37,1.0
193,2660,76,1.0
194,2321,416,-1.0
195,2180,38,1.0
196,4489,281,1.0
197,1653,82,-1.0
198,2876,3,1.0
199,2523,416,-1.0
200,2686,11,1.0
201,723,416,-1.0
202,412,137,-1.0
203,70,137,-1.0
204,1161,391,-1.0
205,4619,382,-1.0
206,4013,72,1.0
207,1576,220,-1.0
208,1113,30,1.0
209,1034,329,-1.0
210,1445,82,-1.0
211,2698,344,-1.0
212,2747,344,-1.0
213,2264,76,1.0
214,1142,82,-1.0
215,1915,38,1.0
216,89,219,-1.0
217,3516,329,-1.0
218,3737,205,-1.0
219,3736,31,1.0
220,4586,314,1.0
221,1408,300,-1.0
222,3792,220,-1.0
223,2764,31,1.0
224,869,82,-1.0
225,1242,329,-1.0
226,3157,4,1.0
227,544,220,-1.0
228,2633,3,1.0
229,3144,329,-1.0
230,2594,39,1.0
231,880,43,1.0
232,3742,2,1.0
233,171,82,-1.0
234,1035,329,-1.0
235,1331,30,1.0
236,4630,205,-1.0
237,1574,220,-1.0
238,1878,72,1.0
239,4585,230,-1.0
240,2678,178,1.0
241,4479,245,1.0
242,3760,32,1.0
243,3412,416,-1.0
244,1768,73,1.0
245,2930,72,1.0
246,4224,391,-1.0
247,301,43,1.0
248,2628,72,1.0
249,692,220,-1.0
250,69,30,1.0
251,494,416,-1.0
252,765,300,-1.0
253,4454,177,-1.0
254,2156,0,1.0
255,2539,74,1.0
256,1961,0,1.0
257,3843,76,1.0
258,204,220,-1.0
259,4603,236,1.0
260,3537,0,1.0
261,4412,386,-1.0
262,4487,246,1.0
263,1836,76,1.0
264,3767,33,1.0
265,4085,36,1.0
266,3683,82,-1.0
267,3736,2,1.0
268,1881,2,1.0
269,851,247,-1.0
270,2371,141,-1.0
271,4590,258,1.0
272,960,300,-1.0
273,639,290,-1.0
274,1004,290,-1.0
275,4247,344,-1.0
276,2617,1,1.0
277,4126,72,1.0
278,2716,76,1.0
279,1169,247,-1.0
280,4172,74,1.0
281,2889,219,-1.0
282,1667,137,-1.0
283,183,82,-1.0
284,4452,223,1.0
285,4115,77,1.0
286,1073,344,-1.0
287,1972,0,1.0
288,703,82,-1.0
289,3312,4,1.0
290,26,23,1.0
291,189,416,-1.0
292,4591,233,1.0
293,2736,220,-1.0
294,800,402,-1.0
295,4608,231,1.0
296,3292,4,1.0
297,4500,255,1.0
298,2156,32,1.0
299,553,300,-1.0
300,4344,51,1.0
301,9,104,-1.0
302,3402,39,1.0
303,3187,8,-1.0
304,1778,91,-1.0
305,749,220,-1.0
306,1574,47,-1.0
307,2845,194,-1.0
308,3407,0,1.0
309,4485,245,1.0
310,3157,82,-1.0
311,2010,2,1.0
312,4024,40,1.0
313,4101,74,1.0
314,1161,247,-1.0
315,2842,2,1.0
316,1573,55,-1.0
317,1572,329,-1.0
318,13,237,-1.0
319,696,344,-1.0
320,594,416,-1.0
321,1137,30,1.0
322,3523,2,1.0
323,428,30,1.0
324,4629,352,1.0
325,3787,38,1.0
326,3679,72,1.0
327,420,11,1.0
328,3415,76,1.0
329,4603,266,1.0
330,2388,3,1.0
331,1410,47,1.0
332,1018,43,1.0
